volume_name,yontem,girdi_sekli,spacing_mm,orientation,ornek_sekli,sekil_hata,geri_korelasyon,grid,n_crops,bos_kirpim_orani,hacim_std,k1_gecti,k1_nedenler,bos_uyari,sure_sn,cihaz,cos_v4
sub-S03831_ses-E76891_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 241]","[0.8789, 0.8789, 1.0]",RAS,"[899, 899, 241]",0.0011,0.9899,"[7, 7, 3]",147,0.0408,0.23,True,,False,20.7,cuda:0,0.5614383220672607
sub-S03913_ses-E08016_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 281]","[0.9609, 0.9609, 1.25]",RAS,"[983, 983, 351]",0.001,0.9995,"[7, 7, 5]",245,0.1347,0.239,True,,False,38.5,cuda:0,0.3001881539821625
sub-S04004_ses-E21640_run-2_bp-chest_ct.nii.gz,meta,"[512, 512, 305]","[0.6348, 0.6348, 1.0]",RAS,"[650, 650, 305]",0.0001,0.9993,"[5, 5, 4]",100,0.0,0.2463,True,,False,13.4,cuda:0,0.2497851550579071
sub-S04054_ses-E08227_run-2_bp-chest_ct.nii.gz,meta,"[512, 512, 179]","[0.8789, 0.8789, 1.5]",RAS,"[899, 899, 268]",0.0019,0.9987,"[7, 7, 4]",196,0.2092,0.2304,True,,False,23.5,cuda:0,0.14657220244407654
sub-S04079_ses-E40570_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 253]","[0.7422, 0.7422, 1.0]",RAS,"[760, 760, 253]",0.0,0.9996,"[5, 5, 3]",75,0.1733,0.2372,True,,False,14.6,cuda:0,0.6717260479927063
sub-S04083_ses-E76205_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 359]","[0.9219, 0.9219, 0.7]",RAS,"[943, 943, 252]",0.0029,0.9922,"[7, 7, 3]",147,0.1224,0.2306,True,,False,17.2,cuda:0,0.47534826397895813
sub-S04124_ses-E22207_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 515]","[0.7285, 0.7285, 0.7]",RAS,"[746, 746, 361]",0.0014,0.9987,"[5, 5, 5]",125,0.016,0.2438,True,,False,19.2,cuda:0,0.22761495411396027
sub-S04141_ses-E25241_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 201]","[0.9102, 0.9102, 1.5]",RAS,"[931, 931, 301]",0.0017,0.9983,"[7, 7, 4]",196,0.1786,0.2346,True,,False,31.6,cuda:0,0.635459303855896
sub-S04202_ses-E76579_run-3_bp-chest_ct.nii.gz,meta,"[512, 512, 425]","[0.6875, 0.6875, 0.7]",RAS,"[704, 704, 298]",0.0017,0.999,"[5, 5, 4]",100,0.07,0.242,True,,False,13.6,cuda:0,0.42208120226860046
sub-S04243_ses-E08488_acq-10_run-6_bp-chest_ct.nii.gz,meta,"[512, 512, 98]","[0.923, 0.923, 1.7897]",RAS,"[944, 944, 175]",0.0022,0.9995,"[7, 7, 2]",98,0.2143,0.2379,True,,False,13.9,cuda:0,0.959137499332428
sub-S04261_ses-E61834_run-2_bp-chest_ct.nii.gz,meta,"[512, 512, 463]","[0.7574, 0.7574, 0.75]",RAS,"[775, 775, 348]",0.0022,0.9914,"[6, 6, 5]",180,0.0556,0.2435,True,,False,32.2,cuda:0,0.2729361653327942
sub-S04372_ses-E76458_run-2_bp-chest_ct.nii.gz,meta,"[512, 512, 425]","[0.7551, 0.7551, 0.75]",RAS,"[773, 773, 319]",0.0008,0.9889,"[6, 6, 4]",144,0.0556,0.2416,True,,False,17.0,cuda:0,0.4954196810722351
sub-S04398_ses-E08742_run-2_bp-chest_ct.nii.gz,meta,"[512, 512, 410]","[0.6724, 0.6724, 0.75]",RAS,"[688, 688, 308]",0.0016,0.9913,"[5, 5, 4]",100,0.0,0.2402,True,,False,15.6,cuda:0,0.07729089260101318
sub-S04463_ses-E08860_run-2_bp-chest_ct.nii.gz,meta,"[512, 512, 353]","[0.699, 0.699, 0.75]",RAS,"[715, 715, 265]",0.001,0.9863,"[5, 5, 4]",100,0.0,0.2479,True,,False,15.2,cuda:0,0.5986080169677734
sub-S04520_ses-E74081_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 211]","[0.9355, 0.9355, 1.5]",RAS,"[957, 957, 316]",0.0016,0.9966,"[7, 7, 4]",196,0.3112,0.2124,True,,False,23.4,cuda:0,0.3426712155342102
sub-S08097_ses-E76580_run-3_bp-chest_ct.nii.gz,meta,"[512, 512, 351]","[0.808, 0.808, 0.7999]",RAS,"[827, 827, 281]",0.0008,0.9994,"[6, 6, 4]",144,0.1806,0.2464,True,,False,22.3,cuda:0,0.47982844710350037
sub-S09336_ses-E16123_run-2_bp-chest_ct.nii.gz,meta,"[512, 512, 281]","[0.8223, 0.8223, 1.0]",RAS,"[841, 841, 281]",0.0012,0.9993,"[6, 6, 4]",144,0.1389,0.2285,True,,False,25.7,cuda:0,0.17019975185394287
sub-S09337_ses-E16125_run-2_bp-chest_ct.nii.gz,meta,"[768, 768, 678]","[0.5781, 0.5781, 0.5]",RAS,"[888, 888, 340]",0.0029,0.9842,"[6, 6, 5]",180,0.0389,0.2486,True,,False,45.5,cuda:0,0.41655462980270386
sub-S09351_ses-E20881_acq-1_run-4_bp-chest_ct.nii.gz,meta,"[512, 512, 124]","[0.9351, 0.9351, 1.9689]",RAS,"[957, 957, 243]",0.0047,0.9963,"[7, 7, 3]",147,0.0,0.2345,True,,False,23.7,cuda:0,0.5308516621589661
sub-S09459_ses-E22061_run-2_bp-chest_ct.nii.gz,meta,"[512, 512, 351]","[0.738, 0.738, 1.0]",RAS,"[755, 755, 351]",0.0009,0.999,"[5, 5, 5]",125,0.032,0.2448,True,,False,18.8,cuda:0,0.2155068814754486
sub-S09572_ses-E16425_acq-1_run-5_bp-chest_ct.nii.gz,meta,"[512, 512, 113]","[0.8472, 0.8472, 1.962]",RAS,"[867, 867, 221]",0.0032,0.997,"[6, 6, 3]",108,0.0,0.228,True,,False,15.6,cuda:0,0.5227504968643188
sub-S09631_ses-E52502_run-2_bp-chest_ct.nii.gz,meta,"[512, 512, 189]","[0.7031, 0.7031, 1.25]",RAS,"[720, 720, 236]",0.0011,0.9938,"[5, 5, 3]",75,0.0,0.2454,True,,False,14.2,cuda:0,0.5181292295455933
sub-S09632_ses-E64784_acq-1_run-2_bp-chest_ct.nii.gz,meta,"[512, 512, 98]","[0.7031, 0.7031, 1.8495]",RAS,"[720, 720, 180]",0.0069,0.976,"[5, 5, 2]",50,0.0,0.232,True,,False,7.6,cuda:0,0.47917070984840393
sub-S09681_ses-E29165_run-3_bp-chest_ct.nii.gz,meta,"[512, 512, 394]","[0.692, 0.692, 0.8]",RAS,"[708, 708, 315]",0.0009,0.9988,"[5, 5, 4]",100,0.02,0.2427,True,,False,12.9,cuda:0,0.21766482293605804
sub-S09729_ses-E19190_acq-1_run-1_bp-chest_ct.nii.gz,meta,"[181, 512, 512]","[1.3941, 1.0512, 1.0512]",RAS,"[503, 1075, 538]",0.0033,0.9941,"[3, 8, 8]",192,0.5156,0.1927,True,,True,26.7,cuda:0,0.40975263714790344
sub-S09766_ses-E23044_acq-2_run-3_bp-chest_ct.nii.gz,meta,"[512, 170, 512]","[0.8125, 2.7473, 0.8125]",RAS,"[831, 930, 416]",0.0044,0.9941,"[6, 7, 6]",252,0.3929,0.1913,True,,False,26.4,cuda:0,0.5382729172706604
sub-S09822_ses-E24996_run-1_bp-chest_ct.nii.gz,meta,"[704, 113, 704]","[0.839, 3.0, 0.839]",RAS,"[1181, 673, 591]",0.0074,0.9976,"[9, 5, 9]",405,0.2716,0.2376,True,,False,51.0,cuda:0,0.6574223041534424
sub-S09847_ses-E76235_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 326]","[0.74, 0.74, 0.8]",RAS,"[757, 757, 261]",0.001,0.9986,"[5, 5, 4]",100,0.08,0.235,True,,False,12.1,cuda:0,0.2358441948890686
sub-S09850_ses-E16898_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 177]","[0.5645, 0.5645, 1.0]",RAS,"[578, 578, 177]",0.0,0.9997,"[4, 4, 2]",32,0.125,0.2347,True,,False,5.9,cuda:0,0.7641794681549072
sub-S09875_ses-E63862_acq-1_run-4_bp-chest_ct.nii.gz,meta,"[512, 512, 98]","[0.7832, 0.7832, 2.0825]",RAS,"[801, 801, 203]",0.0053,0.9821,"[6, 6, 3]",108,0.0093,0.2402,True,,False,14.0,cuda:0,0.7843049168586731
sub-S09917_ses-E20205_acq-2_run-3_bp-chest_ct.nii.gz,meta,"[512, 158, 512]","[0.7617, 2.7609, 0.7617]",RAS,"[779, 868, 390]",0.0051,0.9928,"[6, 6, 6]",216,0.3611,0.1827,True,,False,23.7,cuda:0,0.4735652804374695
sub-S09942_ses-E17080_acq-1_run-2_bp-chest_ct.nii.gz,meta,"[99, 512, 512]","[1.8559, 0.709, 0.709]",RAS,"[365, 726, 363]",0.0067,0.9921,"[2, 5, 5]",50,0.0,0.2301,True,,False,10.0,cuda:0,0.4525078535079956
sub-S10026_ses-E26665_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 244]","[0.916, 0.916, 1.25]",RAS,"[937, 937, 305]",0.0011,0.9969,"[7, 7, 4]",196,0.2653,0.2302,True,,False,27.7,cuda:0,0.1794859617948532
sub-S10058_ses-E63685_run-3_bp-chest_ct.nii.gz,meta,"[512, 140, 512]","[0.9747, 2.0, 0.9747]",RAS,"[997, 557, 499]",0.0054,0.9987,"[7, 4, 7]",196,0.1122,0.2443,True,,False,22.8,cuda:0,0.38634294271469116
sub-S10161_ses-E19912_run-2_bp-chest_ct.nii.gz,meta,"[512, 512, 275]","[0.8613, 0.8613, 1.0]",RAS,"[881, 881, 275]",0.0011,0.9991,"[6, 6, 4]",144,0.1667,0.2316,True,,False,23.5,cuda:0,0.3873071074485779
sub-S10168_ses-E22915_run-2_bp-chest_ct.nii.gz,meta,"[512, 512, 343]","[0.6365, 0.6365, 0.75]",RAS,"[652, 652, 258]",0.0029,0.9923,"[5, 5, 4]",100,0.12,0.2239,True,,False,10.9,cuda:0,0.44592395424842834
sub-S10189_ses-E23303_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 223]","[0.793, 0.793, 1.5]",RAS,"[811, 811, 334]",0.0015,0.9993,"[6, 6, 5]",180,0.1167,0.2442,True,,False,29.5,cuda:0,0.4464438855648041
sub-S10212_ses-E19352_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 233]","[0.7031, 0.7031, 1.25]",RAS,"[720, 720, 291]",0.0009,0.9992,"[5, 5, 4]",100,0.05,0.2321,True,,False,11.2,cuda:0,0.18891486525535583
sub-S10275_ses-E26724_acq-1_run-1_bp-chest_ct.nii.gz,meta,"[512, 373, 512]","[0.7266, 0.4987, 0.7266]",RAS,"[744, 372, 372]",0.0,0.9943,"[5, 2, 5]",50,0.0,0.2252,True,,False,12.0,cuda:0,0.3499169945716858
sub-S10432_ses-E18771_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 271]","[0.8672, 0.8672, 1.25]",RAS,"[887, 887, 338]",0.0022,0.9986,"[6, 6, 5]",180,0.1056,0.2333,True,,False,24.3,cuda:0,0.1122249960899353
sub-S10438_ses-E67476_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 196]","[0.9297, 0.9297, 1.5]",RAS,"[951, 951, 294]",0.0011,0.9947,"[7, 7, 4]",196,0.2449,0.2244,True,,False,26.0,cuda:0,0.5432946681976318
sub-S10477_ses-E48089_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 235]","[0.7031, 0.7031, 1.25]",RAS,"[720, 720, 294]",0.0009,0.999,"[5, 5, 4]",100,0.07,0.2268,True,,False,16.1,cuda:0,0.2788309156894684
sub-S10512_ses-E40257_run-1_bp-chest_ct.nii.gz,meta,"[768, 768, 583]","[0.4648, 0.4648, 0.5]",RAS,"[714, 714, 292]",0.0017,0.9866,"[5, 5, 4]",100,0.0,0.2381,True,,False,27.3,cuda:0,0.32474806904792786
sub-S10532_ses-E22703_run-2_bp-chest_ct.nii.gz,meta,"[1024, 1024, 661]","[0.3701, 0.3701, 0.5]",RAS,"[758, 758, 331]",0.0015,0.9844,"[5, 5, 5]",125,0.0,0.249,True,,False,53.5,cuda:0,0.5469921827316284
sub-S10746_ses-E18645_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 417]","[0.689, 0.689, 0.8]",RAS,"[705, 705, 334]",0.0012,0.9973,"[5, 5, 5]",125,0.008,0.2491,True,,False,19.1,cuda:0,0.11497867107391357
sub-S10926_ses-E19051_run-2_bp-chest_ct.nii.gz,meta,"[512, 512, 98]","[0.944, 0.944, 5.0]",RAS,"[966, 966, 486]",0.0082,1.0,"[7, 7, 7]",343,0.1545,0.231,True,,False,41.9,cuda:0,0.8004849553108215
sub-S10929_ses-E29373_run-2_bp-chest_ct.nii.gz,meta,"[512, 512, 281]","[0.625, 0.625, 1.0]",RAS,"[640, 640, 281]",0.0,0.9984,"[5, 5, 4]",100,0.09,0.2482,True,,False,11.9,cuda:0,0.2722431719303131
sub-S11050_ses-E30102_acq-2_run-2_bp-chest_ct.nii.gz,meta,"[512, 512, 140]","[0.7031, 0.7031, 2.5731]",RAS,"[720, 720, 359]",0.0034,0.9559,"[5, 5, 5]",125,0.12,0.2229,True,,False,14.9,cuda:0,0.6580926775932312
sub-S11051_ses-E28002_run-2_bp-chest_ct.nii.gz,meta,"[768, 768, 577]","[0.4193, 0.4193, 0.5]",RAS,"[644, 644, 289]",0.0017,0.9941,"[5, 5, 4]",100,0.03,0.2305,True,,False,24.7,cuda:0,0.28041040897369385
sub-S11161_ses-E41803_run-2_bp-chest_ct.nii.gz,meta,"[768, 768, 595]","[0.4935, 0.4935, 0.5]",RAS,"[758, 758, 298]",0.0017,0.97,"[5, 5, 4]",100,0.0,0.2384,True,,False,37.2,cuda:0,0.46939295530319214
sub-S11340_ses-E20362_run-3_bp-chest_ct.nii.gz,meta,"[512, 512, 102]","[0.965, 0.965, 5.0]",RAS,"[987, 987, 506]",0.0078,0.9984,"[7, 7, 7]",343,0.1895,0.2288,True,,False,43.6,cuda:0,0.6253728866577148
sub-S11366_ses-E20459_run-3_bp-chest_ct.nii.gz,meta,"[512, 512, 801]","[0.976, 0.976, 0.7999]",RAS,"[998, 998, 641]",0.0014,0.9991,"[7, 7, 10]",490,0.1224,0.2378,True,,False,66.7,cuda:0,0.4814441204071045
sub-S11366_ses-E63612_run-3_bp-chest_ct.nii.gz,meta,"[512, 512, 794]","[0.976, 0.976, 0.7999]",RAS,"[998, 998, 635]",0.0014,0.9824,"[7, 7, 9]",441,0.1519,0.2398,True,,False,63.3,cuda:0,0.42150601744651794
sub-S11657_ses-E21692_acq-2_run-3_bp-chest_ct.nii.gz,meta,"[512, 512, 114]","[0.7617, 0.7617, 3.4902]",RAS,"[779, 779, 395]",0.0072,0.9599,"[6, 6, 6]",216,0.037,0.2291,True,,False,28.4,cuda:0,0.526340663433075
sub-S11702_ses-E42495_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 357]","[0.637, 0.637, 0.8]",RAS,"[652, 652, 286]",0.0014,0.9991,"[5, 5, 4]",100,0.0,0.2448,True,,False,11.3,cuda:0,0.1371537148952484
sub-S12022_ses-E63980_run-2_bp-chest_ct.nii.gz,meta,"[768, 768, 601]","[0.6276, 0.6276, 0.5]",RAS,"[964, 964, 301]",0.0017,0.9858,"[7, 7, 4]",196,0.0765,0.2333,True,,False,39.9,cuda:0,0.5768068432807922
sub-S12034_ses-E29842_acq-1_run-6_bp-chest_ct.nii.gz,meta,"[512, 512, 98]","[0.793, 0.793, 2.1152]",RAS,"[811, 811, 206]",0.0062,0.9752,"[6, 6, 3]",108,0.0,0.2317,True,,False,15.1,cuda:0,0.7374458909034729
sub-S12376_ses-E24763_run-2_bp-chest_ct.nii.gz,meta,"[768, 768, 778]","[0.5964, 0.5964, 0.5]",RAS,"[916, 916, 390]",0.0026,0.9951,"[7, 7, 6]",294,0.1837,0.2236,True,,False,45.8,cuda:0,0.518519401550293
sub-S12427_ses-E26189_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 344]","[0.692, 0.692, 0.8]",RAS,"[708, 708, 275]",0.0009,0.999,"[5, 5, 4]",100,0.12,0.2368,True,,False,12.3,cuda:0,0.368554949760437
sub-S308208_ses-E32311_acq-2_run-2_bp-chest_ct.nii.gz,meta,"[512, 512, 130]","[0.875, 0.875, 3.4148]",RAS,"[895, 895, 442]",0.0043,0.966,"[6, 6, 6]",216,0.0139,0.221,True,,False,33.5,cuda:0,0.5145683884620667
sub-S308213_ses-E39395_acq-2_run-2_bp-chest_ct.nii.gz,meta,"[512, 512, 112]","[0.7031, 0.7031, 3.0699]",RAS,"[720, 720, 342]",0.0053,0.9563,"[5, 5, 5]",125,0.0,0.209,True,,False,16.0,cuda:0,0.5423935055732727
sub-S308294_ses-E56388_run-2_bp-chest_ct.nii.gz,meta,"[768, 768, 577]","[0.4518, 0.4518, 0.5]",RAS,"[694, 694, 289]",0.0017,0.9954,"[5, 5, 4]",100,0.0,0.2323,True,,False,26.8,cuda:0,0.47926464676856995
sub-S308304_ses-E65761_acq-1_run-2_bp-chest_ct.nii.gz,meta,"[512, 512, 110]","[0.8457, 0.8457, 1.9903]",RAS,"[865, 865, 218]",0.0042,0.9951,"[6, 6, 3]",108,0.0,0.213,True,,False,14.5,cuda:0,0.534627377986908
sub-S308330_ses-E21314_run-2_bp-chest_ct.nii.gz,meta,"[512, 512, 276]","[0.625, 0.625, 1.0]",RAS,"[640, 640, 276]",0.0,0.9984,"[5, 5, 4]",100,0.01,0.2394,True,,False,13.7,cuda:0,0.493768572807312
sub-S308586_ses-E21600_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 197]","[0.666, 0.666, 1.25]",RAS,"[682, 682, 246]",0.001,0.9994,"[5, 5, 3]",75,0.0133,0.2276,True,,False,8.9,cuda:0,0.5492090582847595
sub-S308641_ses-E59152_acq-1_run-3_bp-chest_ct.nii.gz,meta,"[512, 512, 101]","[1.2378, 1.2378, 3.5408]",RAS,"[1266, 1266, 355]",0.0073,0.9949,"[9, 9, 5]",405,0.3111,0.2334,True,,False,55.4,cuda:0,0.8092269897460938
sub-S308699_ses-E29823_run-1_bp-chest_ct.nii.gz,meta,"[768, 120, 768]","[0.4167, 1.5, 0.4167]",RAS,"[640, 358, 321]",0.0056,0.9907,"[5, 2, 5]",50,0.0,0.2317,True,,False,11.7,cuda:0,0.40653759241104126
sub-S308758_ses-E61419_acq-1_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 138]","[0.8418, 0.8418, 1.5629]",RAS,"[861, 861, 215]",0.0032,0.9943,"[6, 6, 3]",108,0.0278,0.2329,True,,False,22.7,cuda:0,0.3914712071418762
sub-S308766_ses-E38161_run-2_bp-chest_ct.nii.gz,meta,"[512, 512, 401]","[0.726, 0.726, 0.8]",RAS,"[743, 743, 321]",0.0006,0.9994,"[5, 5, 5]",125,0.064,0.2264,True,,False,20.7,cuda:0,0.4095887541770935
sub-S308769_ses-E21822_acq-1_run-1_bp-chest_ct.nii.gz,meta,"[198, 512, 512]","[1.1752, 1.1496, 1.1496]",RAS,"[464, 1176, 588]",0.0029,0.9967,"[3, 9, 9]",243,0.2058,0.236,True,,False,25.9,cuda:0,0.5433968901634216
sub-S309204_ses-E40378_run-3_bp-chest_ct.nii.gz,meta,"[512, 512, 104]","[0.75, 0.75, 5.0]",RAS,"[768, 768, 516]",0.0077,0.9988,"[6, 6, 8]",288,0.2222,0.2433,True,,False,36.8,cuda:0,0.443850040435791
sub-S309227_ses-E24768_run-2_bp-chest_ct.nii.gz,meta,"[512, 512, 207]","[0.7031, 0.7031, 1.25]",RAS,"[720, 720, 258]",0.0029,0.9924,"[5, 5, 4]",100,0.0,0.2384,True,,False,15.3,cuda:0,0.22880566120147705
sub-S309265_ses-E56072_acq-1_run-5_bp-chest_ct.nii.gz,meta,"[512, 512, 548]","[0.9121, 0.9121, 1.25]",RAS,"[933, 933, 685]",0.0011,0.9989,"[7, 7, 10]",490,0.1612,0.2364,True,,False,67.0,cuda:0,0.660616397857666
sub-S309312_ses-E30756_run-4_bp-chest_ct.nii.gz,meta,"[512, 512, 109]","[0.862, 0.862, 5.0]",RAS,"[882, 882, 541]",0.0073,0.9976,"[6, 6, 8]",288,0.1597,0.2286,True,,False,41.2,cuda:0,0.6937735676765442
sub-S309312_ses-E42120_run-10_bp-chest_ct.nii.gz,meta,"[512, 512, 100]","[0.907, 0.907, 5.0]",RAS,"[928, 928, 496]",0.008,0.9981,"[7, 7, 7]",343,0.309,0.2197,True,,False,40.4,cuda:0,0.6235873103141785
sub-S309376_ses-E22707_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 233]","[0.7031, 0.7031, 1.25]",RAS,"[720, 720, 291]",0.0009,0.9993,"[5, 5, 4]",100,0.1,0.2381,True,,False,11.3,cuda:0,0.3369779884815216
sub-S309432_ses-E60339_acq-1_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 132]","[0.9766, 0.9766, 1.9765]",RAS,"[999, 999, 260]",0.0034,0.9958,"[7, 7, 4]",196,0.0153,0.2294,True,,False,20.6,cuda:0,0.6586055755615234
sub-S309886_ses-E76823_run-2_bp-chest_ct.nii.gz,meta,"[512, 512, 360]","[0.7048, 0.7048, 0.75]",RAS,"[721, 721, 270]",0.001,0.9713,"[5, 5, 4]",100,0.0,0.2432,True,,False,18.3,cuda:0,0.2965211272239685
sub-S310035_ses-E23728_acq-2_run-2_bp-chest_ct.nii.gz,meta,"[512, 512, 190]","[0.8691, 0.8691, 2.3489]",RAS,"[889, 889, 445]",0.0029,0.9493,"[6, 6, 6]",216,0.0648,0.211,True,,False,36.2,cuda:0,0.7771214246749878
sub-S310075_ses-E23758_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 265]","[0.8281, 0.8281, 1.25]",RAS,"[847, 847, 331]",0.0012,0.9994,"[6, 6, 5]",180,0.0833,0.2369,True,,False,27.6,cuda:0,0.3522171676158905
sub-S310191_ses-E44361_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 751]","[0.78, 0.78, 0.4]",RAS,"[798, 798, 301]",0.0019,0.9956,"[6, 6, 4]",144,0.125,0.2367,True,,False,24.7,cuda:0,0.47479256987571716
sub-S310287_ses-E24098_acq-1_run-3_bp-chest_ct.nii.gz,meta,"[512, 512, 107]","[0.9219, 0.9219, 2.3278]",RAS,"[943, 943, 248]",0.0043,0.9949,"[7, 7, 3]",147,0.3061,0.2228,True,,False,19.7,cuda:0,0.8569034934043884
sub-S310452_ses-E24341_run-1_bp-chest_ct.nii.gz,meta,"[512, 512, 247]","[0.7656, 0.7656, 1.25]",RAS,"[783, 783, 308]",0.0024,0.9935,"[6, 6, 4]",144,0.1806,0.2338,True,,False,19.2,cuda:0,0.3055649399757385
