volume_name,yontem,girdi_sekli,spacing_mm,orientation,ornek_sekli,sekil_hata,geri_korelasyon,grid,n_crops,bos_kirpim_orani,hacim_std,k1_gecti,k1_nedenler,bos_uyari,sure_sn,cihaz,cos_v4
valid_1167_a_1.nii.gz,meta,"[512, 512, 355]","[0.6766, 0.6766, 1.0]",RAS,"[693, 693, 355]",0.0002,0.999,"[5, 5, 5]",125,0.096,0.2418,True,,False,20.5,cuda:0,0.9577165842056274
valid_1266_a_2.nii.gz,meta,"[512, 512, 151]","[0.7227, 0.7227, 1.5]",RAS,"[740, 740, 226]",0.0022,0.9989,"[5, 5, 3]",75,0.1067,0.2422,True,,False,14.0,cuda:0,0.9056603312492371
valid_81_a_1.nii.gz,meta,"[1024, 1024, 255]","[0.3418, 0.3418, 1.5]",RAS,"[700, 700, 382]",0.0013,0.9967,"[5, 5, 5]",125,0.144,0.2303,True,,False,23.9,cuda:0,0.31341105699539185
valid_88_a_1.nii.gz,meta,"[512, 512, 291]","[0.6348, 0.6348, 1.0]",RAS,"[650, 650, 291]",0.0,0.9996,"[5, 5, 4]",100,0.04,0.2408,True,,False,16.4,cuda:0,0.6923509240150452
valid_994_a_4.nii.gz,meta,"[512, 512, 170]","[0.4941, 0.4941, 1.0]",RAS,"[506, 506, 170]",0.0,0.9978,"[3, 3, 2]",18,0.0,0.2891,True,,False,4.1,cuda:0,0.6541503667831421
valid_1041_a_2.nii.gz,meta,"[512, 512, 429]","[0.8086, 0.8086, 0.75]",RAS,"[827, 827, 322]",0.0012,0.9982,"[6, 6, 5]",180,0.1944,0.2375,True,,False,23.3,cuda:0,0.9690295457839966
valid_926_a_2.nii.gz,meta,"[512, 512, 485]","[0.668, 0.668, 0.75]",RAS,"[684, 684, 364]",0.0007,0.9997,"[5, 5, 5]",125,0.056,0.2376,True,,False,22.6,cuda:0,0.8524019122123718
valid_446_b_2.nii.gz,meta,"[512, 512, 301]","[0.6719, 0.6719, 1.0]",RAS,"[688, 688, 301]",0.0,0.9949,"[5, 5, 4]",100,0.0,0.2425,True,,False,16.3,cuda:0,0.8825079202651978
valid_199_a_1.nii.gz,meta,"[512, 512, 231]","[0.6934, 0.6934, 1.5]",RAS,"[710, 710, 346]",0.0014,0.9996,"[5, 5, 5]",125,0.032,0.2383,True,,False,21.0,cuda:0,0.6125226616859436
valid_1046_a_1.nii.gz,meta,"[512, 512, 234]","[0.782, 0.782, 1.25]",RAS,"[800, 800, 292]",0.0017,0.9881,"[6, 6, 4]",144,0.125,0.2457,True,,False,18.9,cuda:0,0.813774049282074
valid_463_a_1.nii.gz,meta,"[1024, 1024, 260]","[0.3936, 0.3936, 1.5]",RAS,"[806, 806, 390]",0.0,0.9951,"[6, 6, 6]",216,0.0324,0.2421,True,,False,45.4,cuda:0,0.4996257722377777
valid_792_a_2.nii.gz,meta,"[512, 512, 502]","[0.8203, 0.8203, 0.75]",RAS,"[839, 839, 377]",0.0013,0.9986,"[6, 6, 5]",180,0.1722,0.2265,True,,False,27.4,cuda:0,0.8462268710136414
valid_147_a_2.nii.gz,meta,"[512, 512, 244]","[0.6877, 0.6877, 1.25]",RAS,"[704, 704, 305]",0.0003,0.9993,"[5, 5, 4]",100,0.07,0.2396,True,,False,14.9,cuda:0,0.6515836119651794
valid_1019_b_1.nii.gz,meta,"[1024, 1024, 255]","[0.3418, 0.3418, 1.5]",RAS,"[700, 700, 382]",0.0013,0.9976,"[5, 5, 5]",125,0.064,0.2364,True,,False,21.1,cuda:0,0.3982571065425873
valid_517_a_1.nii.gz,meta,"[512, 512, 383]","[0.7109, 0.7109, 1.0]",RAS,"[728, 728, 383]",0.0,0.9992,"[5, 5, 5]",125,0.192,0.2425,True,,False,16.3,cuda:0,0.8992247581481934
valid_288_a_1.nii.gz,meta,"[512, 512, 205]","[0.6836, 0.6836, 1.5]",RAS,"[700, 700, 307]",0.0016,0.9995,"[5, 5, 4]",100,0.0,0.2179,True,,False,13.4,cuda:0,0.8325098752975464
valid_24_a_1.nii.gz,meta,"[1024, 1024, 255]","[0.3936, 0.3936, 1.5]",RAS,"[806, 806, 382]",0.0013,0.9931,"[6, 6, 5]",180,0.0,0.2353,True,,False,44.1,cuda:0,0.4949503242969513
valid_904_a_1.nii.gz,meta,"[1024, 1024, 246]","[0.374, 0.374, 1.5]",RAS,"[766, 766, 368]",0.0027,0.9956,"[5, 5, 5]",125,0.024,0.2414,True,,False,27.2,cuda:0,0.5053572058677673
valid_357_e_2.nii.gz,meta,"[512, 512, 509]","[0.8789, 0.8789, 0.75]",RAS,"[899, 899, 382]",0.0011,0.9993,"[7, 7, 5]",245,0.2816,0.2305,True,,False,35.9,cuda:0,0.9575381875038147
valid_20_b_2.nii.gz,meta,"[512, 512, 444]","[0.9766, 0.9766, 0.75]",RAS,"[999, 999, 333]",0.001,0.999,"[7, 7, 5]",245,0.2245,0.2164,True,,False,33.0,cuda:0,0.8400256037712097
valid_345_a_1.nii.gz,meta,"[1024, 1024, 241]","[0.3887, 0.3887, 1.5]",RAS,"[796, 796, 361]",0.0014,0.9962,"[6, 6, 5]",180,0.05,0.2336,True,,False,29.5,cuda:0,0.42204397916793823
valid_1007_a_1.nii.gz,meta,"[512, 512, 257]","[0.7082, 0.7082, 1.25]",RAS,"[725, 725, 321]",0.0008,0.9952,"[5, 5, 5]",125,0.024,0.2428,True,,False,12.8,cuda:0,0.7258626222610474
valid_357_d_1.nii.gz,meta,"[1024, 1024, 288]","[0.4033, 0.4033, 1.5]",RAS,"[826, 826, 432]",0.0,0.9954,"[6, 6, 6]",216,0.0093,0.2382,True,,False,41.0,cuda:0,0.34686601161956787
valid_836_a_2.nii.gz,meta,"[512, 512, 313]","[0.6962, 0.6962, 1.0]",RAS,"[713, 713, 313]",0.0001,0.9932,"[5, 5, 4]",100,0.0,0.2388,True,,False,15.9,cuda:0,0.9462839961051941
valid_552_a_1.nii.gz,meta,"[1024, 1024, 222]","[0.3223, 0.3223, 1.5]",RAS,"[660, 660, 332]",0.003,0.9958,"[5, 5, 5]",125,0.032,0.2343,True,,False,18.8,cuda:0,0.23094357550144196
valid_1243_b_2.nii.gz,meta,"[512, 512, 286]","[0.8262, 0.8262, 1.25]",RAS,"[845, 845, 357]",0.0014,0.9976,"[6, 6, 5]",180,0.1111,0.2342,True,,False,31.6,cuda:0,0.9609329104423523
valid_86_a_1.nii.gz,meta,"[1024, 1024, 181]","[0.3398, 0.3398, 1.5]",RAS,"[696, 696, 271]",0.0018,0.9965,"[5, 5, 4]",100,0.14,0.2185,True,,False,20.0,cuda:0,0.42808663845062256
valid_109_a_2.nii.gz,meta,"[512, 512, 140]","[0.7246, 0.7246, 1.5]",RAS,"[742, 742, 210]",0.0,0.9996,"[5, 5, 3]",75,0.4267,0.2118,True,,False,12.3,cuda:0,0.9696953892707825
valid_1192_b_2.nii.gz,meta,"[512, 512, 238]","[0.8382, 0.8382, 1.0]",RAS,"[858, 858, 238]",0.0004,0.9977,"[6, 6, 3]",108,0.2222,0.2302,True,,False,16.1,cuda:0,0.9716951847076416
valid_574_a_1.nii.gz,meta,"[768, 768, 222]","[0.4336, 0.4336, 1.501]",RAS,"[666, 666, 333]",0.0007,0.9982,"[5, 5, 5]",125,0.056,0.2406,True,,False,18.0,cuda:0,0.5552718043327332
valid_726_a_2.nii.gz,meta,"[512, 512, 125]","[0.4883, 0.4883, 1.5]",RAS,"[500, 500, 187]",0.0027,0.9992,"[3, 3, 2]",18,0.0,0.2617,True,,False,5.3,cuda:0,0.5531448721885681
valid_483_a_2.nii.gz,meta,"[512, 512, 525]","[0.6836, 0.6836, 0.75]",RAS,"[700, 700, 394]",0.0006,0.9996,"[5, 5, 6]",150,0.22,0.2218,True,,False,26.8,cuda:0,0.8867446184158325
valid_1230_a_2.nii.gz,meta,"[512, 512, 412]","[0.6328, 0.6328, 0.75]",RAS,"[648, 648, 309]",0.0,0.9997,"[5, 5, 4]",100,0.06,0.2299,True,,False,15.0,cuda:0,0.7503948211669922
valid_457_c_2.nii.gz,meta,"[512, 512, 231]","[0.694, 0.694, 1.25]",RAS,"[710, 710, 288]",0.0026,0.9975,"[5, 5, 4]",100,0.02,0.2366,True,,False,10.8,cuda:0,0.9340002536773682
valid_537_b_1.nii.gz,meta,"[512, 512, 236]","[0.6348, 0.6348, 1.5]",RAS,"[650, 650, 354]",0.0,0.9994,"[5, 5, 5]",125,0.056,0.2387,True,,False,13.7,cuda:0,0.6400472521781921
valid_50_a_1.nii.gz,meta,"[1024, 1024, 268]","[0.4092, 0.4092, 1.5]",RAS,"[838, 838, 402]",0.0,0.9939,"[6, 6, 6]",216,0.0093,0.2398,True,,False,34.1,cuda:0,0.4849216639995575
valid_1170_b_1.nii.gz,meta,"[1024, 1024, 214]","[0.4883, 0.4883, 1.5]",RAS,"[1000, 1000, 320]",0.0031,0.9901,"[7, 7, 5]",245,0.1796,0.1913,True,,False,40.8,cuda:0,0.654036819934845
valid_181_a_2.nii.gz,meta,"[512, 512, 471]","[0.6836, 0.6836, 0.75]",RAS,"[700, 700, 354]",0.0021,0.999,"[5, 5, 5]",125,0.0,0.2338,True,,False,20.6,cuda:0,0.5452414155006409
valid_1025_b_1.nii.gz,meta,"[512, 512, 375]","[0.7425, 0.7425, 1.0]",RAS,"[760, 760, 375]",0.0004,0.9995,"[5, 5, 5]",125,0.088,0.2447,True,,False,18.9,cuda:0,0.8855400681495667
valid_1235_a_2.nii.gz,meta,"[512, 512, 509]","[0.6836, 0.6836, 0.75]",RAS,"[700, 700, 382]",0.0007,0.9995,"[5, 5, 5]",125,0.088,0.232,True,,False,15.2,cuda:0,0.5413066744804382
valid_713_b_2.nii.gz,meta,"[512, 512, 448]","[0.75, 0.75, 0.75]",RAS,"[768, 768, 336]",0.0,0.9994,"[6, 6, 5]",180,0.2056,0.2386,True,,False,33.2,cuda:0,0.6943825483322144
valid_850_a_1.nii.gz,meta,"[1024, 1024, 244]","[0.3867, 0.3867, 1.5]",RAS,"[792, 792, 366]",0.0,0.9965,"[6, 6, 5]",180,0.0611,0.2313,True,,False,25.4,cuda:0,0.6414068937301636
valid_1232_a_1.nii.gz,meta,"[512, 512, 214]","[0.6836, 0.6836, 1.5]",RAS,"[700, 700, 320]",0.0031,0.9987,"[5, 5, 5]",125,0.0,0.2344,True,,False,12.1,cuda:0,0.4542125165462494
valid_243_a_1.nii.gz,meta,"[1024, 1024, 247]","[0.3574, 0.3574, 1.5]",RAS,"[732, 732, 370]",0.0013,0.9925,"[5, 5, 5]",125,0.0,0.2416,True,,False,25.7,cuda:0,0.3148692846298218
valid_236_a_1.nii.gz,meta,"[1024, 1024, 262]","[0.3799, 0.3799, 1.5]",RAS,"[778, 778, 392]",0.0025,0.9953,"[6, 6, 6]",216,0.0972,0.2343,True,,False,35.3,cuda:0,0.17146655917167664
valid_669_a_2.nii.gz,meta,"[512, 512, 431]","[0.6387, 0.6387, 0.75]",RAS,"[654, 654, 324]",0.0023,0.9991,"[5, 5, 5]",125,0.2,0.2393,True,,False,22.2,cuda:0,0.6678297519683838
valid_217_a_2.nii.gz,meta,"[512, 512, 515]","[0.748, 0.748, 0.75]",RAS,"[766, 766, 386]",0.0006,0.9992,"[5, 5, 6]",150,0.0333,0.2426,True,,False,24.1,cuda:0,0.7555505633354187
valid_932_a_2.nii.gz,meta,"[512, 512, 170]","[0.6719, 0.6719, 2.0]",RAS,"[688, 688, 339]",0.0029,0.9994,"[5, 5, 5]",125,0.04,0.2448,True,,False,21.5,cuda:0,0.6866846680641174
valid_126_a_1.nii.gz,meta,"[512, 512, 246]","[0.6713, 0.6713, 1.25]",RAS,"[687, 687, 307]",0.0016,0.9926,"[5, 5, 4]",100,0.07,0.2509,True,,False,12.0,cuda:0,0.8051257133483887
valid_1184_b_2.nii.gz,meta,"[512, 512, 469]","[0.7129, 0.7129, 0.75]",RAS,"[730, 730, 352]",0.0007,0.9997,"[5, 5, 5]",125,0.12,0.2406,True,,False,25.7,cuda:0,0.7588239908218384
valid_588_a_2.nii.gz,meta,"[512, 512, 509]","[0.7109, 0.7109, 0.75]",RAS,"[728, 728, 382]",0.0007,0.9996,"[5, 5, 5]",125,0.016,0.2422,True,,False,23.6,cuda:0,0.5094509124755859
valid_89_a_1.nii.gz,meta,"[1024, 1024, 222]","[0.4004, 0.4004, 1.5]",RAS,"[820, 820, 332]",0.003,0.9757,"[6, 6, 5]",180,0.0,0.2338,True,,False,32.4,cuda:0,0.2758408784866333
valid_277_d_1.nii.gz,meta,"[512, 512, 264]","[0.8069, 0.8069, 1.25]",RAS,"[826, 826, 330]",0.0004,0.994,"[6, 6, 5]",180,0.0722,0.2472,True,,False,32.7,cuda:0,0.9655920267105103
valid_512_a_1.nii.gz,meta,"[1024, 1024, 234]","[0.4297, 0.4297, 1.5]",RAS,"[880, 880, 350]",0.0028,0.9933,"[6, 6, 5]",180,0.0056,0.2379,True,,False,35.3,cuda:0,0.4550289511680603
valid_831_a_1.nii.gz,meta,"[512, 512, 367]","[0.6416, 0.6416, 1.0]",RAS,"[657, 657, 367]",0.0001,0.9993,"[5, 5, 5]",125,0.136,0.2347,True,,False,19.6,cuda:0,0.6304244995117188
valid_210_b_1.nii.gz,meta,"[768, 768, 239]","[0.526, 0.526, 1.5]",RAS,"[808, 808, 358]",0.0014,0.9983,"[6, 6, 5]",180,0.1,0.2352,True,,False,30.2,cuda:0,0.6662275195121765
valid_1183_a_1.nii.gz,meta,"[768, 768, 228]","[0.4792, 0.4792, 1.5]",RAS,"[736, 736, 342]",0.0,0.9958,"[5, 5, 5]",125,0.0,0.2246,True,,False,17.7,cuda:0,0.6423524618148804
valid_24_a_2.nii.gz,meta,"[512, 512, 509]","[0.7871, 0.7871, 0.75]",RAS,"[805, 805, 382]",0.0012,0.9988,"[6, 6, 5]",180,0.0944,0.2353,True,,False,26.4,cuda:0,0.8826070427894592
valid_64_a_3.nii.gz,meta,"[512, 512, 950]","[0.666, 0.666, 0.751]",RAS,"[682, 682, 714]",0.0008,0.9992,"[5, 5, 11]",275,0.0145,0.232,True,,False,44.7,cuda:0,0.9522011876106262
valid_1069_b_1.nii.gz,meta,"[512, 512, 277]","[0.6877, 0.6877, 1.0]",RAS,"[704, 704, 277]",0.0003,0.9997,"[5, 5, 4]",100,0.0,0.2314,True,,False,11.6,cuda:0,0.8390932679176331
valid_536_b_2.nii.gz,meta,"[1024, 1024, 111]","[0.3525, 0.3525, 3.0]",RAS,"[722, 722, 331]",0.006,0.9959,"[5, 5, 5]",125,0.024,0.2446,True,,False,16.3,cuda:0,0.1115623489022255
valid_989_a_2.nii.gz,meta,"[512, 512, 315]","[0.5895, 0.5895, 1.0]",RAS,"[603, 603, 315]",0.001,0.9915,"[4, 4, 4]",64,0.0,0.2506,True,,False,12.1,cuda:0,0.532716691493988
valid_195_a_1.nii.gz,meta,"[1024, 1024, 240]","[0.3418, 0.3418, 1.5]",RAS,"[700, 700, 360]",0.0,0.995,"[5, 5, 5]",125,0.0,0.2397,True,,False,22.4,cuda:0,0.4091911017894745
valid_142_a_1.nii.gz,meta,"[768, 768, 219]","[0.4766, 0.4766, 1.5]",RAS,"[732, 732, 328]",0.0015,0.9981,"[5, 5, 5]",125,0.08,0.2392,True,,False,21.2,cuda:0,0.6443077921867371
valid_924_a_1.nii.gz,meta,"[1024, 1024, 268]","[0.3945, 0.3945, 1.5]",RAS,"[808, 808, 402]",0.0,0.9942,"[6, 6, 6]",216,0.0463,0.2397,True,,False,31.5,cuda:0,0.40781599283218384
valid_455_a_1.nii.gz,meta,"[512, 512, 234]","[0.6758, 0.6758, 1.5]",RAS,"[692, 692, 350]",0.0028,0.9988,"[5, 5, 5]",125,0.192,0.2325,True,,False,11.9,cuda:0,0.29794251918792725
valid_241_a_2.nii.gz,meta,"[512, 512, 472]","[0.6621, 0.6621, 0.75]",RAS,"[678, 678, 354]",0.0,0.9996,"[5, 5, 5]",125,0.032,0.2383,True,,False,24.4,cuda:0,0.06256857514381409
valid_336_a_2.nii.gz,meta,"[1024, 1024, 231]","[0.3418, 0.3418, 1.5]",RAS,"[700, 700, 346]",0.0014,0.988,"[5, 5, 5]",125,0.0,0.2333,True,,False,23.5,cuda:0,0.2145044356584549
valid_79_a_1.nii.gz,meta,"[1024, 1024, 255]","[0.374, 0.374, 1.5]",RAS,"[766, 766, 382]",0.0013,0.9931,"[5, 5, 5]",125,0.0,0.2375,True,,False,27.9,cuda:0,0.33627849817276
valid_1200_a_2.nii.gz,meta,"[512, 512, 438]","[0.7422, 0.7422, 0.75]",RAS,"[760, 760, 329]",0.0015,0.9992,"[5, 5, 5]",125,0.056,0.2433,True,,False,22.5,cuda:0,0.9267925024032593
valid_829_a_1.nii.gz,meta,"[512, 512, 215]","[0.7227, 0.7227, 1.5]",RAS,"[740, 740, 322]",0.0016,0.9935,"[5, 5, 5]",125,0.024,0.2486,True,,False,13.4,cuda:0,0.8440350890159607
valid_1_a_1.nii.gz,meta,"[1024, 1024, 251]","[0.3418, 0.3418, 1.5]",RAS,"[700, 700, 376]",0.0013,0.9949,"[5, 5, 5]",125,0.04,0.2462,True,,False,22.3,cuda:0,0.34258535504341125
valid_979_a_2.nii.gz,meta,"[512, 512, 454]","[0.6836, 0.6836, 0.75]",RAS,"[700, 700, 341]",0.0015,0.9994,"[5, 5, 5]",125,0.08,0.2422,True,,False,22.9,cuda:0,0.8654383420944214
valid_829_b_2.nii.gz,meta,"[512, 512, 261]","[0.6871, 0.6871, 1.25]",RAS,"[703, 703, 326]",0.0009,0.9985,"[5, 5, 5]",125,0.072,0.2449,True,,False,21.6,cuda:0,0.8421375155448914
valid_968_b_2.nii.gz,meta,"[512, 512, 465]","[0.7598, 0.7598, 0.75]",RAS,"[777, 777, 349]",0.0013,0.9979,"[6, 6, 5]",180,0.2222,0.2225,True,,False,25.1,cuda:0,0.9769238829612732
valid_621_a_2.nii.gz,meta,"[1024, 1024, 229]","[0.3418, 0.3418, 1.5]",RAS,"[700, 700, 343]",0.0015,0.9925,"[5, 5, 5]",125,0.0,0.2358,True,,False,28.1,cuda:0,0.09656891226768494
valid_568_a_2.nii.gz,meta,"[512, 512, 256]","[0.6738, 0.6738, 1.25]",RAS,"[690, 690, 320]",0.0001,0.999,"[5, 5, 5]",125,0.0,0.2364,True,,False,21.0,cuda:0,0.793775200843811
valid_694_a_2.nii.gz,meta,"[512, 512, 426]","[0.6836, 0.6836, 0.75]",RAS,"[700, 700, 320]",0.0016,0.9995,"[5, 5, 5]",125,0.064,0.2348,True,,False,13.1,cuda:0,0.7687328457832336
valid_1134_a_1.nii.gz,meta,"[1024, 1024, 259]","[0.4609, 0.4609, 1.5]",RAS,"[944, 944, 388]",0.0013,0.9964,"[7, 7, 6]",294,0.0918,0.2247,True,,False,39.4,cuda:0,0.49373307824134827
valid_114_a_1.nii.gz,meta,"[512, 512, 224]","[0.5801, 0.5801, 1.25]",RAS,"[594, 594, 280]",0.0,0.9952,"[4, 4, 4]",64,0.0469,0.2538,True,,False,11.1,cuda:0,0.8814696073532104
valid_543_a_1.nii.gz,meta,"[1024, 1024, 243]","[0.3418, 0.3418, 1.5]",RAS,"[700, 700, 364]",0.0014,0.9957,"[5, 5, 5]",125,0.008,0.2417,True,,False,23.0,cuda:0,0.3341367542743683
valid_1031_a_1.nii.gz,meta,"[512, 512, 232]","[0.6055, 0.6055, 1.25]",RAS,"[620, 620, 290]",0.0,0.9939,"[4, 4, 4]",64,0.0,0.2424,True,,False,8.3,cuda:0,0.6234105825424194
valid_451_a_2.nii.gz,meta,"[512, 512, 498]","[0.8105, 0.8105, 0.75]",RAS,"[829, 829, 374]",0.0013,0.9983,"[6, 6, 5]",180,0.1444,0.2291,True,,False,27.7,cuda:0,0.9541239142417908
valid_532_a_1.nii.gz,meta,"[1024, 1024, 247]","[0.3379, 0.3379, 1.5]",RAS,"[692, 692, 370]",0.0013,0.9967,"[5, 5, 5]",125,0.048,0.2452,True,,False,30.8,cuda:0,0.1647963523864746
valid_15_a_1.nii.gz,meta,"[1024, 1024, 223]","[0.3223, 0.3223, 1.5]",RAS,"[660, 660, 334]",0.0015,0.9966,"[5, 5, 5]",125,0.008,0.2426,True,,False,24.9,cuda:0,0.518139660358429
valid_761_a_2.nii.gz,meta,"[512, 512, 453]","[0.793, 0.793, 0.75]",RAS,"[811, 811, 340]",0.0012,0.9985,"[6, 6, 5]",180,0.1444,0.2373,True,,False,18.3,cuda:0,0.49934646487236023
valid_1038_a_2.nii.gz,meta,"[1024, 1024, 110]","[0.3418, 0.3418, 3.0]",RAS,"[700, 700, 328]",0.0061,0.9964,"[5, 5, 5]",125,0.016,0.2482,True,,False,19.2,cuda:0,0.30892089009284973
